Name,Definition
get_certificate_serial,"rex field=certificate_serial "".*(?<certificate_serial>0x.*[a-fA-F0-9]).*"" | rex mode=sed field=certificate_serial ""s/\([Nn]egative\)/-/g"" | eval certificate_serial=case(match(certificate_serial,""^[+]\d+$""),substr(certificate_serial,2),match(certificate_serial,""^[-]?\d+$""),certificate_serial,match(certificate_serial,""^[+][a-fA-F0-9]+(?:\:|$)""),""0x"".substr(certificate_serial,2),match(certificate_serial,""^[a-fA-F0-9]+(?:\:|$)""),""0x"".certificate_serial,match(certificate_serial,""^[-][a-fA-F0-9]+(?:\:|$)""),""-0x"".substr(certificate_serial,2),1=1,certificate_serial) | eval certificate_serial_dec=if(match(certificate_serial,""^[-]?\d+$""),certificate_serial,certificate_serial_dec) | eval certificate_serial=if(isnotnull(certificate_serial_dec),null(),certificate_serial) | `get_certificate_serial_clean` | lookup hex2dec hex as certificate_serial_clean OUTPUTNEW dec as certificate_serial_dec | lookup hex2dec dec as certificate_serial_dec OUTPUTNEW hex as certificate_serial | `get_certificate_serial_clean`"
get_certificate_serial_clean,"eval certificate_serial_clean=certificate_serial | rex mode=sed field=certificate_serial_clean ""s/://g"""
get_control(1),"control=""$value$"""
get_correlations,"lookup update=true correlationsearches_lookup _key as source OUTPUTNEW annotations, security_domain, severity, rule_name, description as savedsearch_description, rule_title, rule_description, drilldown_name, drilldown_search, drilldown_earliest_offset, drilldown_latest_offset, default_status, default_owner, default_disposition, next_steps, investigation_profiles, extract_artifacts, recommended_actions | eval `get_rule_title_meval`,drilldown_earliest=case(isint(drilldown_earliest_offset),_time-drilldown_earliest_offset,drilldown_earliest_offset=""$info_min_time$"",'info_min_time',1=1,null()),drilldown_latest=case(isint(drilldown_latest_offset),_time+drilldown_latest_offset,drilldown_latest_offset=""$info_max_time$"",'info_max_time',1=1,null()),security_domain=if(isnull(security_domain),""threat"",lower(security_domain)),`get_rule_description_meval` | `governance_lookup` | spathannotations"
get_current_status,"eval temp_time=time()+86400 | lookup update=true event_time_field=temp_time incident_review_lookup rule_id OUTPUT owner as new_owner, urgency as new_urgency, status as new_status, disposition as new_disposition | lookup update=true event_time_field=temp_time incident_review_comment_lookup rule_id OUTPUT time as review_time,user as reviewer,comment | eval owner=if(isnotnull(new_owner),new_owner,owner),status=case(isnotnull(new_status),new_status,isnotnull(status),status,1==1,default_status),urgency=if(isnotnull(new_urgency),new_urgency,urgency),disposition=if(isnotnull(new_disposition), new_disposition, default_disposition) | fields - temp_time,new_owner,new_status,new_urgency,new_disposition | `get_reviewstatuses` | `get_notable_disposition`"
get_date(1),"eval date='$field$' | `ctime(date,""%m-%d-%Y"")`"
get_delta,"`get_delta(current_count,historical_count)`"
get_delta(2),"eval ""$field1$""=if(isnum('$field1$'),'$field1$',0) | eval ""$field2$""=if(isnum('$field2$'),'$field2$',0) | eval delta='$field1$'-'$field2$'"
get_domainpolicy_with_powershell_filter,search *
get_domainpolicy_with_powershell_script_block_filter,search *
get_domaintrust_with_powershell_filter,search *
get_domaintrust_with_powershell_script_block_filter,search *
get_domainuser_with_powershell_filter,search *
get_domainuser_with_powershell_script_block_filter,search *
get_event_hash,eval `get_event_hash_meval`
get_event_hash_meval,event_hash=`hash_alg`(_time._raw)
get_event_id,eval `get_event_id_meval`
get_event_id_meval,"`get_indexer_guid_meval`,`get_event_hash_meval`,event_id=indexer_guid.""@@"".index.""@@"".event_hash"
get_events4identity(2),"(user_$field$=""$value$"" OR src_user_$field$=""$value$"" OR (host_owner_$field$=""$value$"" NOT sourcetype=stash) OR orig_host_owner_$field$=""$value$"" OR src_owner_$field$=""$value$"" OR dest_owner_$field$=""$value$"" OR dvc_owner_$field$=""$value$"")"
get_expected_views,"lookup local=true expected_views_lookup app,view OUTPUT app,is_expected | `str_to_bool(is_expected)`"
get_findbest_qualitative,"inputlookup append=T qualitative_thresholds_lookup | sort - threshold | eval n=1 | streamstats sum(n) as rank | eval threshold=if(rank==1 and threshold<1,1.0,threshold),threshold_id=""findbest_th="".threshold | sort threshold | eval subcase=""'"".threshold_id.""'=\""1.0\"",\"""".qualitative_label.""\"""" | stats values(subcase) as search | eval search=""current_count_qual=case("".mvjoin(search, "","")."",1=1,\""unknown\"")"""
get_findbest_thresholds,"inputlookup append=T qualitative_thresholds_lookup | sort - threshold | eval n=1 | streamstats sum(n) as rank | eval threshold=if(rank==1 and threshold<1,1.0,threshold) | stats values(threshold) as search | eval search=""threshold=\"""".mvjoin(mvsort(search), "","").""\"""""
get_foresttrust_with_powershell_filter,search *
get_foresttrust_with_powershell_script_block_filter,search *
get_governance(1),"(tag=""$value$"" OR governance=""$value$"")"
get_governance(2),`get_governance($governance$)` `get_control($control$)`
get_identity4events(1),"lookup update=true identity_lookup_expanded identity as $username$ OUTPUTNEW `prepend_alias_identities($username$)` | lookup identity_lookup_default_fields key as $username$ OUTPUTNEW watchlist as $username$_watchlist | eval `mvappend_field_meval(tag,$username$_identity_tag)`,`iden_mktime_meval($username$_startDate)`,`iden_mktime_meval($username$_endDate)`"
get_indexer_guid,"rex field=_bkt "".*~(?<indexer_guid>.+)"""
get_indexer_guid_meval,"indexer_guid=replace(_bkt,"".*~(.+)"",""\1"")"
get_integer_seq,"eval sub_raw=substr(_raw,11) | rex field=sub_raw max_match=10 ""(?<integer_seq>(?:\d+[\s]*){14,}|(?:\d+[-]*){14,})"""
get_interesting_ports,"lookup interesting_ports_lookup transport,dest_port,dest OUTPUTNEW is_required,is_prohibited,is_secure,note | fillnull value=""undefined"" is_required,is_prohibited,is_secure | `lower(is_required)` | `lower(is_prohibited)` | `lower(is_secure)`"
get_interesting_processes,"lookup interesting_processes_lookup app as process,dest OUTPUTNEW is_required,is_prohibited,is_secure,note | fillnull value=""undefined"" is_required,is_prohibited,is_secure | `lower(is_required)` | `lower(is_prohibited)` | `lower(is_secure)`"
get_interesting_services,"lookup interesting_services_lookup app as service,dest OUTPUTNEW is_required,is_prohibited,is_secure,note | fillnull value=""undefined"" is_required,is_prohibited,is_secure | `lower(is_required)` | `lower(is_prohibited)` | `lower(is_secure)`"
get_ksi_direction(3),"eval ""$outfield$""=if(!(isnum('$curr$') and isnum('$prev$')), ""undefined"", if('$curr$' > '$prev$', ""increasing"", if('$curr$' < '$prev$', ""decreasing"", ""unchanged"")))"
get_ksi_fields(2),"`get_ksi_fields($curr$,$prev$,""true"",0)`"
get_ksi_fields(4),"`convert_ksi_nonnumeric($curr$,$curr$,""$convert$"",$convert_to$)` | `convert_ksi_nonnumeric($prev$,$prev$,""$convert$"",$convert_to$)` | `get_ksi_direction($curr$,$prev$,""direction"")` | `get_ksi_percent_change($curr$,$prev$,""delta"")`"
get_ksi_percent_change(3),"`get_ksi_percent_change($curr$,$prev$,$outfield$,""true"")`"
get_ksi_percent_change(4),"eval ""$outfield$""=case((isnull('$curr$') or isnull('$prev$')) and convert!=""true"", ""undefined"", '$curr$'=='$prev$', 0, isnum('$curr$') and '$curr$'!=0 and ('$prev$'==0 or !isnum('$prev$')), '$curr$'/abs('$curr$') * 100.00, isnum('$prev$') and '$prev$'!=0 and ('$curr$'==0 or !isnum('$curr$')), (0-'$prev$')/abs('$prev$') * 100, isnum('$curr$') and isnum('$prev$') and '$prev$'!=0 and '$curr$'!=0, ('$curr$'-'$prev$')/'$prev$' * 100.0, 1==1, 0) | eval ""$outfield$""=if(isnum('$outfield$'),round('$outfield$', 2), '$outfield$')"
get_mitre_annotations,"lookup mitre_attack_lookup mitre_technique_id as annotations.mitre_attack OUTPUTNEW mitre_description as annotations.mitre_attack.mitre_description,mitre_detection as annotations.mitre_attack.mitre_detection,mitre_platform as annotations.mitre_attack.mitre_platform,mitre_software_name as annotations.mitre_attack.mitre_software_name,mitre_software_platform as annotations.mitre_attack.mitre_software_platform,mitre_software_type as annotations.mitre_attack.mitre_software_type,mitre_software_url as annotations.mitre_attack.mitre_software_url,mitre_tactic as annotations.mitre_attack.mitre_tactic,mitre_tactic_id as annotations.mitre_attack.mitre_tactic_id,mitre_technique as annotations.mitre_attack.mitre_technique,mitre_technique_id as annotations.mitre_attack.mitre_technique_id,mitre_threat_group_aliases as annotations.mitre_attack.mitre_threat_group_aliases,mitre_threat_group_id as annotations.mitre_attack.mitre_threat_group_id,mitre_threat_group_name as annotations.mitre_attack.mitre_threat_group_name,mitre_threat_group_url as annotations.mitre_attack.mitre_threat_group_url,mitre_url as annotations.mitre_attack.mitre_url"
get_mv_item0(1),"replace(mvindex($field$, 0), ""(?<!\\\\)[|].*"", """")"
get_namespace,lookup local=true sourcetype2namespace sourcetype OUTPUT namespace
get_notable_disposition,"eval temp_disposition=if(isnull(disposition),-3,disposition) | lookup update=true disposition_lookup _key as temp_disposition OUTPUT status as disposition,label as disposition_label,description as disposition_description,default as disposition_default | eval disposition=if(isnull(disposition),""disposition:0"",disposition),disposition_label=if(isnull(disposition_label),""Unassigned"",disposition_label),disposition_description=if(isnull(disposition_description),""An error is preventing the event from having a valid disposition."",disposition_description),`str_to_bool_meval(disposition_default)` | fields - temp_disposition"
get_notable_index,index=notable
get_notable_type,"eval notable_type=if(isnotnull(risk_object) AND isnotnull(risk_object_type), ""risk_event"", ""notable"")"
get_orig_source,"eval orig_source=if(isnotnull(source_correlation_search), source_correlation_search, orig_source)"
get_owner,"eval owner=case(isnotnull(owner),owner,isnotnull(default_owner),default_owner,1=1,""unassigned"") | `get_realname(owner)` | `get_realname(creator)`"
get_pci_domain(1),"(pci_domain=""$domain$"" OR (host_pci_domain=""$domain$"" NOT sourcetype=stash) OR orig_host_pci_domain=""$domain$"" OR src_pci_domain=""$domain$"" OR dest_pci_domain=""$domain$"" OR dvc_pci_domain=""$domain$"")"
get_percentage_qualitative(2),"eval ""$output$""=case(!isnum('$input$'),""unknown"",abs('$input$')>=90,""extremely"",abs('$input$')>=75,""greatly"",abs('$input$')>=50,""moderately"",abs('$input$')>=25,""slightly"",1=1,""minimally"")"
get_primary_function(1),"lookup primary_function_lookup $type$ OUTPUTNEW is_primary,function | `str_to_bool(is_primary)`"
get_primary_function-port,"`get_primary_function(""transport,port as dest_port"")`"
get_priority,eval `get_priority_meval` | fields - priorities
get_priority_meval,"priorities=lower(mvappend(priority, host_priority, orig_host_priority, src_priority, dest_priority, dvc_priority, src_user_priority, user_priority, host_owner_priority, orig_host_owner_priority, src_owner_priority, dest_owner_priority, dvc_owner_priority)),priority=case(priorities=""critical"", ""critical"", priorities=""high"", ""high"", priorities=""medium"", ""medium"", priorities=""low"", ""low"", priorities=""informational"", ""informational"", 1==1, ""unknown"")"
get_qualitative_lower_threshold(1),"inputlookup append=T qualitative_thresholds_lookup where qualitative_id=""$qualitative_id$"" | rename threshold as lower_threshold | return lower_threshold | eval search=replace(search,""\"""","""")"
get_qualitative_threshold(1),"inputlookup append=T qualitative_thresholds_lookup where qualitative_id=""$qualitative_id$"" | return threshold | eval search=replace(search,""\"""","""")"
get_qualitative_upper_threshold(1),"inputlookup append=T qualitative_thresholds_lookup where qualitative_id=""$qualitative_id$"" | rename threshold as upper_threshold | return upper_threshold | eval search=replace(search,""\"""","""")"
get_realname(1),"lookup update=true user_realnames_lookup user as ""$user$"" OUTPUTNEW realname as ""$user$_realname"" | eval ""$user$_realname""=if(isnull('$user$_realname'),'$user$','$user$_realname')"
get_reviewstatuses,"eval temp_status=if(isnull(status),-1,status) | lookup update=true reviewstatuses_lookup _key as temp_status OUTPUT status,label as status_label,description as status_description,default as status_default,end as status_end | eval status=if(isnull(status_label),0,status),status_label=if(isnull(status_label),""Unassigned"",status_label),status_description=if(isnull(status_description),""unknown"",status_description),`str_to_bool_meval(status_default)`,`str_to_bool_meval(status_end)`,status_group=case(status_default==""true"",""New"",status_end==""true"",""Closed"",status=0,""New"",1=1,""Open"") | fields - temp_status"
get_risk_index,index=risk
get_risk_severity(1),"eval severity=case('$score$'<100, ""low"", '$score$'>=100 and '$score$'<250, ""medium"", '$score$'>=250 and '$score$'<500, ""high"", '$score$'>=500, ""critical"")"
get_rule_description,eval `get_rule_description_meval`
get_rule_description_meval,"rule_description=case(isnotnull(rule_description),rule_description,isnotnull(savedsearch_description),savedsearch_description,1=1,""unknown"")"
get_rule_id(1),eval rule_id='$fields$'
get_rule_title,eval `get_rule_title_meval`
get_rule_title_meval,"rule_name=if(isnull(rule_name),source,rule_name),rule_title=if(isnull(rule_title),rule_name,rule_title)"
get_second2lastTime_meval(3),"""$second$""=mvdedup(mvappend('$second$',NULL,'$last_vals$')),`mvfilter_field_meval($second$,$last$)`,""$second$""=max('$second$')"
get_selected_enclave_id,appendcols [| rest splunk_server=local count=0 /servicesNS/nobody/missioncontrol/configs/conf-intelligence_management/im | rename enclave_ids as selected_enclave_ids | table selected_enclave_ids] | filldown selected_enclave_ids
get_sequenced_index,index=sequenced_events
get_severity_meval,"severities=if(in(lower(severity), ""critical"", ""high"", ""medium"", ""low"", ""informational""),lower(severity),""unknown""),severity=case(severities=""critical"", ""critical"", severities=""high"", ""high"", severities=""medium"", ""medium"", severities=""low"", ""low"", severities=""informational"", ""informational"", 1==1, ""unknown"")"
